"cvegeo","anio","indicador","valor_indicador"
31009,2015,"vul_car_soc",24.3
31010,2015,"vul_car_soc",31.5
31011,2015,"vul_car_soc",18.2
31012,2015,"vul_car_soc",15.3
31013,2015,"vul_car_soc",41.7
31014,2015,"vul_car_soc",37.5
31015,2015,"vul_car_soc",21.9
31016,2015,"vul_car_soc",9.3
31017,2015,"vul_car_soc",12
31018,2015,"vul_car_soc",32.7
31019,2015,"vul_car_soc",19.6
31020,2015,"vul_car_soc",20.9
31021,2015,"vul_car_soc",8.2
31022,2015,"vul_car_soc",6.7
31023,2015,"vul_car_soc",25.9
31024,2015,"vul_car_soc",13.1
31025,2015,"vul_car_soc",14
31026,2015,"vul_car_soc",24.2
31027,2015,"vul_car_soc",25
31028,2015,"vul_car_soc",44.2
31029,2015,"vul_car_soc",14.6
31030,2015,"vul_car_soc",10.7
31031,2015,"vul_car_soc",33.7
31032,2015,"vul_car_soc",18.8
31033,2015,"vul_car_soc",38
31034,2015,"vul_car_soc",23.8
31035,2015,"vul_car_soc",16.3
31036,2015,"vul_car_soc",19.5
31037,2015,"vul_car_soc",11.1
31038,2015,"vul_car_soc",29.1
31039,2015,"vul_car_soc",23.4
31040,2015,"vul_car_soc",32.6
31041,2015,"vul_car_soc",26.5
31042,2015,"vul_car_soc",14.9
31043,2015,"vul_car_soc",17.8
31044,2015,"vul_car_soc",25.7
31045,2015,"vul_car_soc",43.7
31046,2015,"vul_car_soc",18.2
31047,2015,"vul_car_soc",18.9
31048,2015,"vul_car_soc",49.2
31049,2015,"vul_car_soc",6.9
31050,2015,"vul_car_soc",31.1
31051,2015,"vul_car_soc",44.4
31052,2015,"vul_car_soc",35.7
31053,2015,"vul_car_soc",30.8
31054,2015,"vul_car_soc",46.9
31055,2015,"vul_car_soc",21.6
31056,2015,"vul_car_soc",24.7
31057,2015,"vul_car_soc",22
31058,2015,"vul_car_soc",20.6
31059,2015,"vul_car_soc",34.2
31060,2015,"vul_car_soc",43.2
31061,2015,"vul_car_soc",49.4
31062,2015,"vul_car_soc",18.2
31063,2015,"vul_car_soc",36.9
31064,2015,"vul_car_soc",39.2
31065,2015,"vul_car_soc",50.8
31066,2015,"vul_car_soc",16.8
31067,2015,"vul_car_soc",18.3
31068,2015,"vul_car_soc",19.7
31069,2015,"vul_car_soc",13.9
31070,2015,"vul_car_soc",18.4
31071,2015,"vul_car_soc",48.6
31072,2015,"vul_car_soc",30.9
31073,2015,"vul_car_soc",5.7
31074,2015,"vul_car_soc",14.1
31075,2015,"vul_car_soc",16
31076,2015,"vul_car_soc",43.4
31077,2015,"vul_car_soc",6.7
31078,2015,"vul_car_soc",17.8
31079,2015,"vul_car_soc",30.4
31080,2015,"vul_car_soc",26.5
31081,2015,"vul_car_soc",6.2
31082,2015,"vul_car_soc",13.3
31083,2015,"vul_car_soc",54
31084,2015,"vul_car_soc",12.5
31085,2015,"vul_car_soc",23.9
31086,2015,"vul_car_soc",37.1
31087,2015,"vul_car_soc",28.9
31088,2015,"vul_car_soc",30.7
31089,2015,"vul_car_soc",28.3
31090,2015,"vul_car_soc",34.2
31091,2015,"vul_car_soc",30.2
31092,2015,"vul_car_soc",6.5
31093,2015,"vul_car_soc",40.2
31094,2015,"vul_car_soc",17.6
31095,2015,"vul_car_soc",31.5
31096,2015,"vul_car_soc",28.2
31097,2015,"vul_car_soc",13.7
31098,2015,"vul_car_soc",22
31099,2015,"vul_car_soc",8.8
31100,2015,"vul_car_soc",33.1
31101,2015,"vul_car_soc",33.1
31102,2015,"vul_car_soc",30.4
31103,2015,"vul_car_soc",16.3
31104,2015,"vul_car_soc",28
31105,2015,"vul_car_soc",21.7
31106,2015,"vul_car_soc",39.1
31001,2010,"vul_ingresos",0.9
31002,2010,"vul_ingresos",4.1
31003,2010,"vul_ingresos",5.8
31004,2010,"vul_ingresos",8.5
31005,2010,"vul_ingresos",1.8
31006,2010,"vul_ingresos",1.8
31007,2010,"vul_ingresos",13.2
31008,2010,"vul_ingresos",1
31009,2010,"vul_ingresos",5.2
31010,2010,"vul_ingresos",0
31011,2010,"vul_ingresos",1
31012,2010,"vul_ingresos",1.4
31013,2010,"vul_ingresos",10
31014,2010,"vul_ingresos",2.7
31015,2010,"vul_ingresos",1.1
31016,2010,"vul_ingresos",0.3
31017,2010,"vul_ingresos",0.2
31018,2010,"vul_ingresos",0.7
31019,2010,"vul_ingresos",0.1
31020,2010,"vul_ingresos",6.4
31021,2010,"vul_ingresos",1.6
31022,2010,"vul_ingresos",0
31023,2010,"vul_ingresos",7.5
31024,2010,"vul_ingresos",0.7
31025,2010,"vul_ingresos",1.4
31026,2010,"vul_ingresos",7.6
31027,2010,"vul_ingresos",7.5
31028,2010,"vul_ingresos",7.7
31029,2010,"vul_ingresos",3.8
31030,2010,"vul_ingresos",0.7
31031,2010,"vul_ingresos",0.6
31032,2010,"vul_ingresos",0.5
31033,2010,"vul_ingresos",2.4
31034,2010,"vul_ingresos",2
31035,2010,"vul_ingresos",5.1
31036,2010,"vul_ingresos",2.6
31037,2010,"vul_ingresos",1.1
31038,2010,"vul_ingresos",3.7
31039,2010,"vul_ingresos",8.3
31040,2010,"vul_ingresos",5.9
31041,2010,"vul_ingresos",9.9
31042,2010,"vul_ingresos",1.9
31043,2010,"vul_ingresos",2.3
31044,2010,"vul_ingresos",2.8
31045,2010,"vul_ingresos",2.2
31046,2010,"vul_ingresos",1.8
31047,2010,"vul_ingresos",1.6
31048,2010,"vul_ingresos",3.2
31049,2010,"vul_ingresos",0
31050,2010,"vul_ingresos",9.8
31051,2010,"vul_ingresos",6.8
31052,2010,"vul_ingresos",4.2
31053,2010,"vul_ingresos",4.2
31054,2010,"vul_ingresos",3
31055,2010,"vul_ingresos",0.7
31056,2010,"vul_ingresos",4.1
31057,2010,"vul_ingresos",2.4
31058,2010,"vul_ingresos",2.2
31059,2010,"vul_ingresos",7.1
31060,2010,"vul_ingresos",0.5
31061,2010,"vul_ingresos",12.3
31062,2010,"vul_ingresos",2.5
31063,2010,"vul_ingresos",2.5
31064,2010,"vul_ingresos",2.3
31065,2010,"vul_ingresos",15.2
31066,2010,"vul_ingresos",1.5
31067,2010,"vul_ingresos",2.8
31068,2010,"vul_ingresos",4.9
31069,2010,"vul_ingresos",1
31070,2010,"vul_ingresos",3.6
31071,2010,"vul_ingresos",0.9
31072,2010,"vul_ingresos",3.4
31073,2010,"vul_ingresos",0.2
31074,2010,"vul_ingresos",8.7
31075,2010,"vul_ingresos",0.6
31076,2010,"vul_ingresos",3
31077,2010,"vul_ingresos",4.1
31078,2010,"vul_ingresos",3.7
31079,2010,"vul_ingresos",2.6
31080,2010,"vul_ingresos",1.8
31081,2010,"vul_ingresos",0.6
31082,2010,"vul_ingresos",4.7
31083,2010,"vul_ingresos",3.3
31084,2010,"vul_ingresos",2.4
31085,2010,"vul_ingresos",1.2
31086,2010,"vul_ingresos",2.1
31087,2010,"vul_ingresos",1.6
31088,2010,"vul_ingresos",1.2
31089,2010,"vul_ingresos",2.8
31090,2010,"vul_ingresos",0.7
31091,2010,"vul_ingresos",1.2
31092,2010,"vul_ingresos",0.2
31093,2010,"vul_ingresos",5.7
31094,2010,"vul_ingresos",0.6
31095,2010,"vul_ingresos",9.5
31096,2010,"vul_ingresos",2
31097,2010,"vul_ingresos",1.6
31098,2010,"vul_ingresos",1.7
31099,2010,"vul_ingresos",0.6
31100,2010,"vul_ingresos",5.6
31101,2010,"vul_ingresos",8.7
31102,2010,"vul_ingresos",3.3
31103,2010,"vul_ingresos",2.5
31104,2010,"vul_ingresos",0.1
31105,2010,"vul_ingresos",6.7
31106,2010,"vul_ingresos",1.7
31001,2015,"vul_ingresos",1.4
31002,2015,"vul_ingresos",4.9
31003,2015,"vul_ingresos",1.6
31004,2015,"vul_ingresos",12.7
31005,2015,"vul_ingresos",1.5
31006,2015,"vul_ingresos",2
31007,2015,"vul_ingresos",9.6
31008,2015,"vul_ingresos",1
31009,2015,"vul_ingresos",5
31010,2015,"vul_ingresos",0.2
31011,2015,"vul_ingresos",1.1
31012,2015,"vul_ingresos",1.3
31013,2015,"vul_ingresos",6.4
31014,2015,"vul_ingresos",0.2
31015,2015,"vul_ingresos",2.8
31016,2015,"vul_ingresos",0.2
31017,2015,"vul_ingresos",0.2
31018,2015,"vul_ingresos",0.6
31019,2015,"vul_ingresos",0.2
31020,2015,"vul_ingresos",9.4
31021,2015,"vul_ingresos",1.3
31022,2015,"vul_ingresos",0
31023,2015,"vul_ingresos",7.9
31024,2015,"vul_ingresos",0.5
31025,2015,"vul_ingresos",0.9
31026,2015,"vul_ingresos",10.9
31027,2015,"vul_ingresos",8.7
31028,2015,"vul_ingresos",1.9
31029,2015,"vul_ingresos",6.5
31030,2015,"vul_ingresos",0.9
31031,2015,"vul_ingresos",0.9
31032,2015,"vul_ingresos",1.5
31033,2015,"vul_ingresos",2.7
31034,2015,"vul_ingresos",2.7
31035,2015,"vul_ingresos",5.4
31036,2015,"vul_ingresos",4.1
31037,2015,"vul_ingresos",2.8
31038,2015,"vul_ingresos",5.3
31039,2015,"vul_ingresos",9.4
31040,2015,"vul_ingresos",6.9
31041,2015,"vul_ingresos",11.3
31042,2015,"vul_ingresos",1.9
31043,2015,"vul_ingresos",0.5
31044,2015,"vul_ingresos",4.3
31045,2015,"vul_ingresos",2.2
31046,2015,"vul_ingresos",1.3
31047,2015,"vul_ingresos",1.1
31048,2015,"vul_ingresos",3
31049,2015,"vul_ingresos",0.5
31050,2015,"vul_ingresos",8.9
31051,2015,"vul_ingresos",3.7
31052,2015,"vul_ingresos",5.6
31053,2015,"vul_ingresos",2.8
31054,2015,"vul_ingresos",2
31055,2015,"vul_ingresos",1.8
31056,2015,"vul_ingresos",2.8
31057,2015,"vul_ingresos",1.6
31058,2015,"vul_ingresos",2.5
31059,2015,"vul_ingresos",8.1
31060,2015,"vul_ingresos",0.1
31061,2015,"vul_ingresos",4.2
31062,2015,"vul_ingresos",3.7
31063,2015,"vul_ingresos",3.8
31064,2015,"vul_ingresos",1.9
31065,2015,"vul_ingresos",6.5
31066,2015,"vul_ingresos",1.6
31067,2015,"vul_ingresos",5
31068,2015,"vul_ingresos",6.4
31069,2015,"vul_ingresos",1.4
31070,2015,"vul_ingresos",4.1
31071,2015,"vul_ingresos",0.2
31072,2015,"vul_ingresos",4.2
31073,2015,"vul_ingresos",0.1
31074,2015,"vul_ingresos",8.9
31075,2015,"vul_ingresos",1.2
31076,2015,"vul_ingresos",2.2
31077,2015,"vul_ingresos",4
31078,2015,"vul_ingresos",5.1
31079,2015,"vul_ingresos",3.3
31080,2015,"vul_ingresos",1.7
31081,2015,"vul_ingresos",0.9
31082,2015,"vul_ingresos",13.2
31083,2015,"vul_ingresos",1.8
31084,2015,"vul_ingresos",4.1
31085,2015,"vul_ingresos",0.8
31086,2015,"vul_ingresos",2.5
31087,2015,"vul_ingresos",3.1
31088,2015,"vul_ingresos",2.2
31089,2015,"vul_ingresos",3.6
31090,2015,"vul_ingresos",1.4
31091,2015,"vul_ingresos",1.3
31092,2015,"vul_ingresos",0.4
31093,2015,"vul_ingresos",6.7
31094,2015,"vul_ingresos",0.3
31095,2015,"vul_ingresos",9.1
31096,2015,"vul_ingresos",3.4
31097,2015,"vul_ingresos",1.7
31098,2015,"vul_ingresos",2.2
31099,2015,"vul_ingresos",0.6
31100,2015,"vul_ingresos",5.8
31101,2015,"vul_ingresos",10
31102,2015,"vul_ingresos",3.7
31103,2015,"vul_ingresos",3.7
31104,2015,"vul_ingresos",0.4
31105,2015,"vul_ingresos",9.5
31106,2015,"vul_ingresos",2.4
31001,2010,"nopob_novul",4
31002,2010,"nopob_novul",9.4
31003,2010,"nopob_novul",5.3
31004,2010,"nopob_novul",13.2
31005,2010,"nopob_novul",5.7
31006,2010,"nopob_novul",3.5
31007,2010,"nopob_novul",10.2
31008,2010,"nopob_novul",1.3
31009,2010,"nopob_novul",8.1
31010,2010,"nopob_novul",0.2
31011,2010,"nopob_novul",1.4
31012,2010,"nopob_novul",1.7
31013,2010,"nopob_novul",16.2
31014,2010,"nopob_novul",4
31015,2010,"nopob_novul",2
31016,2010,"nopob_novul",0.5
31017,2010,"nopob_novul",0.6
31018,2010,"nopob_novul",3.3
31019,2010,"nopob_novul",0.2
31020,2010,"nopob_novul",11.2
31021,2010,"nopob_novul",1.7
31022,2010,"nopob_novul",0
31023,2010,"nopob_novul",13.3
31024,2010,"nopob_novul",0.4
31025,2010,"nopob_novul",2
31026,2010,"nopob_novul",8.9
31027,2010,"nopob_novul",9.7
31028,2010,"nopob_novul",6.7
31029,2010,"nopob_novul",7.3
31030,2010,"nopob_novul",1.3
31031,2010,"nopob_novul",1.7
31032,2010,"nopob_novul",2.9
31033,2010,"nopob_novul",5.2
31034,2010,"nopob_novul",3.8
31035,2010,"nopob_novul",5.3
31036,2010,"nopob_novul",3.1
31037,2010,"nopob_novul",1.3
31038,2010,"nopob_novul",7.2
31039,2010,"nopob_novul",11.5
31040,2010,"nopob_novul",10.6
31041,2010,"nopob_novul",23.2
31042,2010,"nopob_novul",2
31043,2010,"nopob_novul",1
31044,2010,"nopob_novul",2.2
31045,2010,"nopob_novul",6.6
31046,2010,"nopob_novul",1.4
31047,2010,"nopob_novul",1.1
31048,2010,"nopob_novul",7
31049,2010,"nopob_novul",0
31050,2010,"nopob_novul",34.3
31051,2010,"nopob_novul",17.8
31052,2010,"nopob_novul",10.1
31053,2010,"nopob_novul",5.4
31054,2010,"nopob_novul",6.7
31055,2010,"nopob_novul",0.5
31056,2010,"nopob_novul",5
31057,2010,"nopob_novul",2.9
31058,2010,"nopob_novul",5.9
31059,2010,"nopob_novul",16.6
31060,2010,"nopob_novul",0.8
31061,2010,"nopob_novul",17.2
31062,2010,"nopob_novul",5.3
31063,2010,"nopob_novul",5.1
31064,2010,"nopob_novul",4.9
31065,2010,"nopob_novul",16.4
31066,2010,"nopob_novul",1.5
31067,2010,"nopob_novul",3.1
31068,2010,"nopob_novul",6.1
31069,2010,"nopob_novul",1.7
31070,2010,"nopob_novul",5.4
31071,2010,"nopob_novul",1.5
31072,2010,"nopob_novul",12
31073,2010,"nopob_novul",0.2
31074,2010,"nopob_novul",7.5
31075,2010,"nopob_novul",1.5
31076,2010,"nopob_novul",4.8
31077,2010,"nopob_novul",2.5
31078,2010,"nopob_novul",4.6
31079,2010,"nopob_novul",7.2
31080,2010,"nopob_novul",2.3
31081,2010,"nopob_novul",0.6
31082,2010,"nopob_novul",8
31083,2010,"nopob_novul",9
31084,2010,"nopob_novul",3.4
31085,2010,"nopob_novul",2.4
31086,2010,"nopob_novul",5
31087,2010,"nopob_novul",1.4
31088,2010,"nopob_novul",3.2
31089,2010,"nopob_novul",8.4
31090,2010,"nopob_novul",2.5
31091,2010,"nopob_novul",2.8
31092,2010,"nopob_novul",0.4
31093,2010,"nopob_novul",14.1
31094,2010,"nopob_novul",1.2
31095,2010,"nopob_novul",15.1
31096,2010,"nopob_novul",6.3
31097,2010,"nopob_novul",2.3
31098,2010,"nopob_novul",2.3
31099,2010,"nopob_novul",0.6
31100,2010,"nopob_novul",8.9
31101,2010,"nopob_novul",15.4
31102,2010,"nopob_novul",10.6
31103,2010,"nopob_novul",2.1
31104,2010,"nopob_novul",0.2
31105,2010,"nopob_novul",8.4
31106,2010,"nopob_novul",6.9
31001,2015,"nopob_novul",5.6
31002,2015,"nopob_novul",11.3
31003,2015,"nopob_novul",4.6
31004,2015,"nopob_novul",16.7
31005,2015,"nopob_novul",14.4
31006,2015,"nopob_novul",4.2
31007,2015,"nopob_novul",11.2
31008,2015,"nopob_novul",1.1
31009,2015,"nopob_novul",11
31010,2015,"nopob_novul",0.6
31011,2015,"nopob_novul",1.3
31012,2015,"nopob_novul",1.3
31013,2015,"nopob_novul",25
31014,2015,"nopob_novul",2.5
31015,2015,"nopob_novul",3.3
31016,2015,"nopob_novul",0.4
31017,2015,"nopob_novul",0.4
31018,2015,"nopob_novul",3.1
31019,2015,"nopob_novul",0.6
31020,2015,"nopob_novul",13
31021,2015,"nopob_novul",1.7
31022,2015,"nopob_novul",0
31023,2015,"nopob_novul",12.6
31024,2015,"nopob_novul",0.9
31025,2015,"nopob_novul",1.7
31026,2015,"nopob_novul",14.5
31027,2015,"nopob_novul",18.6
31028,2015,"nopob_novul",6.7
31029,2015,"nopob_novul",7
31030,2015,"nopob_novul",1.5
31031,2015,"nopob_novul",2.3
31032,2015,"nopob_novul",3.8
31033,2015,"nopob_novul",4.3
31034,2015,"nopob_novul",2.7
31035,2015,"nopob_novul",5.4
31036,2015,"nopob_novul",4.3
31037,2015,"nopob_novul",1.5
31038,2015,"nopob_novul",9.8
31039,2015,"nopob_novul",11.6
31040,2015,"nopob_novul",11.6
31041,2015,"nopob_novul",21.7
31042,2015,"nopob_novul",1.1
31043,2015,"nopob_novul",0.6
31044,2015,"nopob_novul",4.8
31045,2015,"nopob_novul",9
31046,2015,"nopob_novul",1.5
31047,2015,"nopob_novul",2.3
31048,2015,"nopob_novul",6
31049,2015,"nopob_novul",0.3
31050,2015,"nopob_novul",37
31051,2015,"nopob_novul",19.9
31052,2015,"nopob_novul",11.6
31053,2015,"nopob_novul",4.9
31054,2015,"nopob_novul",9.8
31055,2015,"nopob_novul",1.5
31056,2015,"nopob_novul",8.3
31057,2015,"nopob_novul",2.7
31058,2015,"nopob_novul",6.8
31059,2015,"nopob_novul",20.3
31060,2015,"nopob_novul",0.4
31061,2015,"nopob_novul",22.2
31062,2015,"nopob_novul",4.3
31063,2015,"nopob_novul",9.5
31064,2015,"nopob_novul",7
31065,2015,"nopob_novul",23.8
31066,2015,"nopob_novul",1.5
31067,2015,"nopob_novul",3.9
31068,2015,"nopob_novul",5.7
31069,2015,"nopob_novul",1.8
31070,2015,"nopob_novul",5.8
31071,2015,"nopob_novul",2.2
31072,2015,"nopob_novul",10.5
31073,2015,"nopob_novul",0.2
31074,2015,"nopob_novul",4.8
31075,2015,"nopob_novul",2.3
31076,2015,"nopob_novul",3.8
31077,2015,"nopob_novul",1.5
31078,2015,"nopob_novul",5.8
31079,2015,"nopob_novul",10.9
31080,2015,"nopob_novul",1.8
31081,2015,"nopob_novul",0.9
31082,2015,"nopob_novul",12.5
31083,2015,"nopob_novul",7.5
31084,2015,"nopob_novul",4.1
31085,2015,"nopob_novul",2
31086,2015,"nopob_novul",5.5
31087,2015,"nopob_novul",4
31088,2015,"nopob_novul",5.1
31089,2015,"nopob_novul",10.9
31090,2015,"nopob_novul",2.6
31091,2015,"nopob_novul",2.9
31092,2015,"nopob_novul",0.1
31093,2015,"nopob_novul",16
31094,2015,"nopob_novul",1.6
31095,2015,"nopob_novul",16
31096,2015,"nopob_novul",8.2
31097,2015,"nopob_novul",2.9
31098,2015,"nopob_novul",3.5
31099,2015,"nopob_novul",0.7
31100,2015,"nopob_novul",11.1
31101,2015,"nopob_novul",20.5
31102,2015,"nopob_novul",11.5
31103,2015,"nopob_novul",3.2
31104,2015,"nopob_novul",0.9
31105,2015,"nopob_novul",12.8
31106,2015,"nopob_novul",7.9
31001,2010,"una_car_soc",95.1
31002,2010,"una_car_soc",86.5
31003,2010,"una_car_soc",88.9
31004,2010,"una_car_soc",78.3
31005,2010,"una_car_soc",92.5
31006,2010,"una_car_soc",94.7
31007,2010,"una_car_soc",76.6
31008,2010,"una_car_soc",97.7
31009,2010,"una_car_soc",86.7
31010,2010,"una_car_soc",99.7
31011,2010,"una_car_soc",97.5
31012,2010,"una_car_soc",96.9
31013,2010,"una_car_soc",73.8
31014,2010,"una_car_soc",93.2
31015,2010,"una_car_soc",96.9
31016,2010,"una_car_soc",99.2
31017,2010,"una_car_soc",99.2
31018,2010,"una_car_soc",96
31019,2010,"una_car_soc",99.7
31020,2010,"una_car_soc",82.3
31021,2010,"una_car_soc",96.7
31022,2010,"una_car_soc",100
31023,2010,"una_car_soc",79.2
31024,2010,"una_car_soc",98.9
31025,2010,"una_car_soc",96.6
31026,2010,"una_car_soc",83.6
31027,2010,"una_car_soc",82.8
31028,2010,"una_car_soc",85.6
31029,2010,"una_car_soc",89
31030,2010,"una_car_soc",98
31031,2010,"una_car_soc",97.7
31032,2010,"una_car_soc",96.6
31033,2010,"una_car_soc",92.5
31034,2010,"una_car_soc",94.2
31035,2010,"una_car_soc",89.6
31036,2010,"una_car_soc",94.3
31037,2010,"una_car_soc",97.6
31038,2010,"una_car_soc",89
31039,2010,"una_car_soc",80.2
31040,2010,"una_car_soc",83.4
31041,2010,"una_car_soc",66.8
31042,2010,"una_car_soc",96.1
31043,2010,"una_car_soc",96.7
31044,2010,"una_car_soc",95
31045,2010,"una_car_soc",91.1
31046,2010,"una_car_soc",96.7
31047,2010,"una_car_soc",97.3
31048,2010,"una_car_soc",89.8
31049,2010,"una_car_soc",100
31050,2010,"una_car_soc",55.9
31051,2010,"una_car_soc",75.4
31052,2010,"una_car_soc",85.7
31053,2010,"una_car_soc",90.4
31054,2010,"una_car_soc",90.3
31055,2010,"una_car_soc",98.9
31056,2010,"una_car_soc",90.9
31057,2010,"una_car_soc",94.7
31058,2010,"una_car_soc",91.9
31059,2010,"una_car_soc",76.4
31060,2010,"una_car_soc",98.7
31061,2010,"una_car_soc",70.4
31062,2010,"una_car_soc",92.2
31063,2010,"una_car_soc",92.4
31064,2010,"una_car_soc",92.8
31065,2010,"una_car_soc",68.3
31066,2010,"una_car_soc",97
31067,2010,"una_car_soc",94.2
31068,2010,"una_car_soc",89.1
31069,2010,"una_car_soc",97.2
31070,2010,"una_car_soc",91
31071,2010,"una_car_soc",97.6
31072,2010,"una_car_soc",84.5
31073,2010,"una_car_soc",99.6
31074,2010,"una_car_soc",83.8
31075,2010,"una_car_soc",97.9
31076,2010,"una_car_soc",92.2
31077,2010,"una_car_soc",93.4
31078,2010,"una_car_soc",91.7
31079,2010,"una_car_soc",90.1
31080,2010,"una_car_soc",95.9
31081,2010,"una_car_soc",98.8
31082,2010,"una_car_soc",87.3
31083,2010,"una_car_soc",87.7
31084,2010,"una_car_soc",94.2
31085,2010,"una_car_soc",96.4
31086,2010,"una_car_soc",92.9
31087,2010,"una_car_soc",97.1
31088,2010,"una_car_soc",95.6
31089,2010,"una_car_soc",88.7
31090,2010,"una_car_soc",96.8
31091,2010,"una_car_soc",96
31092,2010,"una_car_soc",99.3
31093,2010,"una_car_soc",80.3
31094,2010,"una_car_soc",98.2
31095,2010,"una_car_soc",75.5
31096,2010,"una_car_soc",91.7
31097,2010,"una_car_soc",96.1
31098,2010,"una_car_soc",96
31099,2010,"una_car_soc",98.8
31100,2010,"una_car_soc",85.5
31101,2010,"una_car_soc",75.9
31102,2010,"una_car_soc",86.2
31103,2010,"una_car_soc",95.3
31104,2010,"una_car_soc",99.7
31105,2010,"una_car_soc",84.9
31106,2010,"una_car_soc",91.4
31001,2015,"una_car_soc",93.1
31002,2015,"una_car_soc",83.8
31003,2015,"una_car_soc",93.7
31004,2015,"una_car_soc",70.6
31005,2015,"una_car_soc",84.1
31006,2015,"una_car_soc",93.8
31007,2015,"una_car_soc",79.2
31008,2015,"una_car_soc",97.8
31009,2015,"una_car_soc",84
31010,2015,"una_car_soc",99.2
31011,2015,"una_car_soc",97.6
31012,2015,"una_car_soc",97.4
31013,2015,"una_car_soc",68.6
31014,2015,"una_car_soc",97.3
31015,2015,"una_car_soc",93.9
31016,2015,"una_car_soc",99.4
31017,2015,"una_car_soc",99.4
31018,2015,"una_car_soc",96.4
31019,2015,"una_car_soc",99.3
31020,2015,"una_car_soc",77.6
31021,2015,"una_car_soc",97
31022,2015,"una_car_soc",99.9
31023,2015,"una_car_soc",79.5
31024,2015,"una_car_soc",98.6
31025,2015,"una_car_soc",97.4
31026,2015,"una_car_soc",74.6
31027,2015,"una_car_soc",72.6
31028,2015,"una_car_soc",91.5
31029,2015,"una_car_soc",86.5
31030,2015,"una_car_soc",97.6
31031,2015,"una_car_soc",96.8
31032,2015,"una_car_soc",94.6
31033,2015,"una_car_soc",93
31034,2015,"una_car_soc",94.6
31035,2015,"una_car_soc",89.2
31036,2015,"una_car_soc",91.6
31037,2015,"una_car_soc",95.7
31038,2015,"una_car_soc",84.9
31039,2015,"una_car_soc",79
31040,2015,"una_car_soc",81.5
31041,2015,"una_car_soc",67
31042,2015,"una_car_soc",97
31043,2015,"una_car_soc",98.9
31044,2015,"una_car_soc",90.8
31045,2015,"una_car_soc",88.8
31046,2015,"una_car_soc",97.2
31047,2015,"una_car_soc",96.6
31048,2015,"una_car_soc",90.9
31049,2015,"una_car_soc",99.2
31050,2015,"una_car_soc",54.1
31051,2015,"una_car_soc",76.4
31052,2015,"una_car_soc",82.8
31053,2015,"una_car_soc",92.3
31054,2015,"una_car_soc",88.1
31055,2015,"una_car_soc",96.7
31056,2015,"una_car_soc",89
31057,2015,"una_car_soc",95.7
31058,2015,"una_car_soc",90.7
31059,2015,"una_car_soc",71.6
31060,2015,"una_car_soc",99.6
31061,2015,"una_car_soc",73.7
31062,2015,"una_car_soc",92
31063,2015,"una_car_soc",86.8
31064,2015,"una_car_soc",91.1
31065,2015,"una_car_soc",69.7
31066,2015,"una_car_soc",96.9
31067,2015,"una_car_soc",91.1
31068,2015,"una_car_soc",88
31069,2015,"una_car_soc",96.7
31070,2015,"una_car_soc",90.1
31071,2015,"una_car_soc",97.6
31072,2015,"una_car_soc",85.3
31073,2015,"una_car_soc",99.8
31074,2015,"una_car_soc",86.4
31075,2015,"una_car_soc",96.5
31076,2015,"una_car_soc",94
31077,2015,"una_car_soc",94.5
31078,2015,"una_car_soc",89.1
31079,2015,"una_car_soc",85.8
31080,2015,"una_car_soc",96.5
31081,2015,"una_car_soc",98.2
31082,2015,"una_car_soc",74.3
31083,2015,"una_car_soc",90.7
31084,2015,"una_car_soc",91.8
31085,2015,"una_car_soc",97.2
31086,2015,"una_car_soc",92.1
31087,2015,"una_car_soc",92.9
31088,2015,"una_car_soc",92.8
31089,2015,"una_car_soc",85.5
31090,2015,"una_car_soc",96
31091,2015,"una_car_soc",95.8
31092,2015,"una_car_soc",99.5
31093,2015,"una_car_soc",77.3
31094,2015,"una_car_soc",98.1
31095,2015,"una_car_soc",74.9
31096,2015,"una_car_soc",88.4
31097,2015,"una_car_soc",95.4
31098,2015,"una_car_soc",94.3
31099,2015,"una_car_soc",98.7
31100,2015,"una_car_soc",83
31101,2015,"una_car_soc",69.5
31102,2015,"una_car_soc",84.8
31103,2015,"una_car_soc",93.2
31104,2015,"una_car_soc",98.7
31105,2015,"una_car_soc",77.7
31106,2015,"una_car_soc",89.7
31001,2010,"tres_car_soc",62.8
31002,2010,"tres_car_soc",45
31003,2010,"tres_car_soc",45.5
31004,2010,"tres_car_soc",35.3
31005,2010,"tres_car_soc",37.5
31006,2010,"tres_car_soc",52.3
31007,2010,"tres_car_soc",22.9
31008,2010,"tres_car_soc",69.5
31009,2010,"tres_car_soc",41.4
31010,2010,"tres_car_soc",74.1
31011,2010,"tres_car_soc",50
31012,2010,"tres_car_soc",56.9
31013,2010,"tres_car_soc",23.7
31014,2010,"tres_car_soc",52.2
31015,2010,"tres_car_soc",69.5
31016,2010,"tres_car_soc",71.1
31017,2010,"tres_car_soc",67.2
31018,2010,"tres_car_soc",57.2
31019,2010,"tres_car_soc",73.7
31020,2010,"tres_car_soc",43.8
31021,2010,"tres_car_soc",72.7
31022,2010,"tres_car_soc",84.8
31023,2010,"tres_car_soc",32.8
31024,2010,"tres_car_soc",67
31025,2010,"tres_car_soc",54.6
31026,2010,"tres_car_soc",34.8
31027,2010,"tres_car_soc",29.1
31028,2010,"tres_car_soc",21.6
31029,2010,"tres_car_soc",54.6
31030,2010,"tres_car_soc",62.3
31031,2010,"tres_car_soc",61
31032,2010,"tres_car_soc",70.6
