"cvegeo","anio","indicador","valor_indicador"
31030,2015,"car_seg_social",85.2
31031,2015,"car_seg_social",77.8
31032,2015,"car_seg_social",83.5
31033,2015,"car_seg_social",67.3
31034,2015,"car_seg_social",58.7
31035,2015,"car_seg_social",60.6
31036,2015,"car_seg_social",59.8
31037,2015,"car_seg_social",73.6
31038,2015,"car_seg_social",57.9
31039,2015,"car_seg_social",52.7
31040,2015,"car_seg_social",44
31041,2015,"car_seg_social",48.1
31042,2015,"car_seg_social",81.1
31043,2015,"car_seg_social",89.3
31044,2015,"car_seg_social",49.7
31045,2015,"car_seg_social",44
31046,2015,"car_seg_social",81.4
31047,2015,"car_seg_social",86.9
31048,2015,"car_seg_social",62.1
31049,2015,"car_seg_social",70.8
31050,2015,"car_seg_social",39
31051,2015,"car_seg_social",43.6
31052,2015,"car_seg_social",50
31053,2015,"car_seg_social",73.4
31054,2015,"car_seg_social",48.4
31055,2015,"car_seg_social",65.9
31056,2015,"car_seg_social",76.8
31057,2015,"car_seg_social",84.5
31058,2015,"car_seg_social",80
31059,2015,"car_seg_social",60.3
31060,2015,"car_seg_social",78.9
31061,2015,"car_seg_social",44.2
31062,2015,"car_seg_social",70.7
31063,2015,"car_seg_social",37.1
31064,2015,"car_seg_social",60.6
31065,2015,"car_seg_social",45.9
31066,2015,"car_seg_social",85.9
31067,2015,"car_seg_social",64.3
31068,2015,"car_seg_social",67
31069,2015,"car_seg_social",84.5
31070,2015,"car_seg_social",75.3
31071,2015,"car_seg_social",85
31072,2015,"car_seg_social",39.4
31073,2015,"car_seg_social",94.9
31074,2015,"car_seg_social",46.3
31075,2015,"car_seg_social",87.1
31076,2015,"car_seg_social",55.2
31077,2015,"car_seg_social",51.2
31078,2015,"car_seg_social",49.3
31079,2015,"car_seg_social",70.8
31080,2015,"car_seg_social",80.9
31081,2015,"car_seg_social",84.8
31082,2015,"car_seg_social",48.6
31083,2015,"car_seg_social",78.9
31084,2015,"car_seg_social",51.8
31085,2015,"car_seg_social",88.5
31086,2015,"car_seg_social",54.7
31087,2015,"car_seg_social",54.5
31088,2015,"car_seg_social",64.1
31089,2015,"car_seg_social",76.6
31090,2015,"car_seg_social",62.5
31091,2015,"car_seg_social",81.4
31092,2015,"car_seg_social",90.8
31093,2015,"car_seg_social",39.4
31094,2015,"car_seg_social",86.7
31095,2015,"car_seg_social",31.9
31096,2015,"car_seg_social",75.5
31097,2015,"car_seg_social",82.6
31098,2015,"car_seg_social",78.6
31099,2015,"car_seg_social",86.4
31100,2015,"car_seg_social",51.3
31101,2015,"car_seg_social",38.7
31102,2015,"car_seg_social",72.9
31103,2015,"car_seg_social",66.7
31104,2015,"car_seg_social",87.8
31105,2015,"car_seg_social",48.8
31106,2015,"car_seg_social",68.7
31001,2010,"car_vivienda",35.6
31002,2010,"car_vivienda",23.5
31003,2010,"car_vivienda",43.1
31004,2010,"car_vivienda",26.2
31005,2010,"car_vivienda",26.1
31006,2010,"car_vivienda",25.9
31007,2010,"car_vivienda",17.3
31008,2010,"car_vivienda",29.8
31009,2010,"car_vivienda",25.9
31010,2010,"car_vivienda",54.4
31011,2010,"car_vivienda",29.8
31012,2010,"car_vivienda",23.4
31013,2010,"car_vivienda",15.7
31014,2010,"car_vivienda",42.4
31015,2010,"car_vivienda",35.5
31016,2010,"car_vivienda",43.8
31017,2010,"car_vivienda",49.4
31018,2010,"car_vivienda",30.3
31019,2010,"car_vivienda",47.6
31020,2010,"car_vivienda",24.6
31021,2010,"car_vivienda",46.8
31022,2010,"car_vivienda",51
31023,2010,"car_vivienda",17.3
31024,2010,"car_vivienda",38
31025,2010,"car_vivienda",30.7
31026,2010,"car_vivienda",19.3
31027,2010,"car_vivienda",15.3
31028,2010,"car_vivienda",19
31029,2010,"car_vivienda",24
31030,2010,"car_vivienda",44.1
31031,2010,"car_vivienda",31.1
31032,2010,"car_vivienda",33.5
31033,2010,"car_vivienda",33.6
31034,2010,"car_vivienda",37.6
31035,2010,"car_vivienda",31.8
31036,2010,"car_vivienda",42.8
31037,2010,"car_vivienda",31.8
31038,2010,"car_vivienda",24.5
31039,2010,"car_vivienda",18.1
31040,2010,"car_vivienda",23.4
31041,2010,"car_vivienda",12.2
31042,2010,"car_vivienda",32.3
31043,2010,"car_vivienda",38.7
31044,2010,"car_vivienda",41
31045,2010,"car_vivienda",35.4
31046,2010,"car_vivienda",24.6
31047,2010,"car_vivienda",31
31048,2010,"car_vivienda",34.5
31049,2010,"car_vivienda",47.9
31050,2010,"car_vivienda",6.7
31051,2010,"car_vivienda",14.2
31052,2010,"car_vivienda",23.5
31053,2010,"car_vivienda",19.1
31054,2010,"car_vivienda",31.4
31055,2010,"car_vivienda",40.3
31056,2010,"car_vivienda",20.2
31057,2010,"car_vivienda",26.5
31058,2010,"car_vivienda",33.8
31059,2010,"car_vivienda",17.7
31060,2010,"car_vivienda",43.6
31061,2010,"car_vivienda",20.3
31062,2010,"car_vivienda",29
31063,2010,"car_vivienda",36
31064,2010,"car_vivienda",41.4
31065,2010,"car_vivienda",12.2
31066,2010,"car_vivienda",26
31067,2010,"car_vivienda",30.3
31068,2010,"car_vivienda",21.2
31069,2010,"car_vivienda",52.8
31070,2010,"car_vivienda",25.5
31071,2010,"car_vivienda",36.8
31072,2010,"car_vivienda",27.9
31073,2010,"car_vivienda",52.6
31074,2010,"car_vivienda",23
31075,2010,"car_vivienda",47.5
31076,2010,"car_vivienda",32.2
31077,2010,"car_vivienda",38.2
31078,2010,"car_vivienda",33.1
31079,2010,"car_vivienda",35
31080,2010,"car_vivienda",40.5
31081,2010,"car_vivienda",46.2
31082,2010,"car_vivienda",14.5
31083,2010,"car_vivienda",20.8
31084,2010,"car_vivienda",39
31085,2010,"car_vivienda",42.5
31086,2010,"car_vivienda",40.9
31087,2010,"car_vivienda",37.3
31088,2010,"car_vivienda",42
31089,2010,"car_vivienda",23.9
31090,2010,"car_vivienda",38
31091,2010,"car_vivienda",36.5
31092,2010,"car_vivienda",40.4
31093,2010,"car_vivienda",14.4
31094,2010,"car_vivienda",40.1
31095,2010,"car_vivienda",17.9
31096,2010,"car_vivienda",38.3
31097,2010,"car_vivienda",34
31098,2010,"car_vivienda",40
31099,2010,"car_vivienda",41.7
31100,2010,"car_vivienda",16.6
31101,2010,"car_vivienda",20.4
31102,2010,"car_vivienda",26.1
31103,2010,"car_vivienda",38.1
31104,2010,"car_vivienda",43.8
31105,2010,"car_vivienda",15.8
31106,2010,"car_vivienda",30.6
31001,2015,"car_vivienda",21.5
31002,2015,"car_vivienda",21
31003,2015,"car_vivienda",33.5
31004,2015,"car_vivienda",17.9
31005,2015,"car_vivienda",17.7
31006,2015,"car_vivienda",16.6
31007,2015,"car_vivienda",11.4
31008,2015,"car_vivienda",17.4
31009,2015,"car_vivienda",21.2
31010,2015,"car_vivienda",34.2
31011,2015,"car_vivienda",26.5
31012,2015,"car_vivienda",15.9
31013,2015,"car_vivienda",10
31014,2015,"car_vivienda",29.6
31015,2015,"car_vivienda",29.1
31016,2015,"car_vivienda",34.2
31017,2015,"car_vivienda",35.1
31018,2015,"car_vivienda",30.7
31019,2015,"car_vivienda",52.9
31020,2015,"car_vivienda",17.9
31021,2015,"car_vivienda",46.1
31022,2015,"car_vivienda",39.9
31023,2015,"car_vivienda",15.5
31024,2015,"car_vivienda",24.7
31025,2015,"car_vivienda",19.6
31026,2015,"car_vivienda",12.8
31027,2015,"car_vivienda",15.5
31028,2015,"car_vivienda",15.1
31029,2015,"car_vivienda",18.6
31030,2015,"car_vivienda",38.4
31031,2015,"car_vivienda",23
31032,2015,"car_vivienda",29.3
31033,2015,"car_vivienda",31.7
31034,2015,"car_vivienda",34.2
31035,2015,"car_vivienda",26.8
31036,2015,"car_vivienda",30.5
31037,2015,"car_vivienda",24.2
31038,2015,"car_vivienda",28.1
31039,2015,"car_vivienda",14.5
31040,2015,"car_vivienda",25.3
31041,2015,"car_vivienda",15.9
31042,2015,"car_vivienda",28.7
31043,2015,"car_vivienda",29.8
31044,2015,"car_vivienda",28.8
31045,2015,"car_vivienda",23.9
31046,2015,"car_vivienda",18.1
31047,2015,"car_vivienda",24.5
31048,2015,"car_vivienda",35.5
31049,2015,"car_vivienda",46.6
31050,2015,"car_vivienda",9
31051,2015,"car_vivienda",9.6
31052,2015,"car_vivienda",18.4
31053,2015,"car_vivienda",22.4
31054,2015,"car_vivienda",19
31055,2015,"car_vivienda",29.8
31056,2015,"car_vivienda",25.7
31057,2015,"car_vivienda",19.3
31058,2015,"car_vivienda",28.1
31059,2015,"car_vivienda",16.8
31060,2015,"car_vivienda",15.8
31061,2015,"car_vivienda",19.9
31062,2015,"car_vivienda",25.3
31063,2015,"car_vivienda",22.9
31064,2015,"car_vivienda",33.1
31065,2015,"car_vivienda",19.3
31066,2015,"car_vivienda",25.3
31067,2015,"car_vivienda",21.3
31068,2015,"car_vivienda",15.8
31069,2015,"car_vivienda",34.4
31070,2015,"car_vivienda",14.2
31071,2015,"car_vivienda",38.8
31072,2015,"car_vivienda",13.9
31073,2015,"car_vivienda",55.1
31074,2015,"car_vivienda",22.1
31075,2015,"car_vivienda",33.8
31076,2015,"car_vivienda",35.3
31077,2015,"car_vivienda",31.5
31078,2015,"car_vivienda",28
31079,2015,"car_vivienda",26.4
31080,2015,"car_vivienda",29.6
31081,2015,"car_vivienda",41.2
31082,2015,"car_vivienda",11.5
31083,2015,"car_vivienda",12
31084,2015,"car_vivienda",31.6
31085,2015,"car_vivienda",32
31086,2015,"car_vivienda",31
31087,2015,"car_vivienda",33
31088,2015,"car_vivienda",33.3
31089,2015,"car_vivienda",29.4
31090,2015,"car_vivienda",34
31091,2015,"car_vivienda",34.4
31092,2015,"car_vivienda",36.4
31093,2015,"car_vivienda",14.9
31094,2015,"car_vivienda",33.9
31095,2015,"car_vivienda",11.6
31096,2015,"car_vivienda",28.2
31097,2015,"car_vivienda",36.9
31098,2015,"car_vivienda",31.7
31099,2015,"car_vivienda",46.6
31100,2015,"car_vivienda",11
31101,2015,"car_vivienda",19.6
31102,2015,"car_vivienda",29.3
31103,2015,"car_vivienda",30.9
31104,2015,"car_vivienda",34.8
31105,2015,"car_vivienda",10.2
31106,2015,"car_vivienda",19.9
31001,2010,"car_serv_basicos",85.2
31002,2010,"car_serv_basicos",68.2
31003,2010,"car_serv_basicos",44
31004,2010,"car_serv_basicos",59.3
31005,2010,"car_serv_basicos",64.7
31006,2010,"car_serv_basicos",67.8
31007,2010,"car_serv_basicos",47.4
31008,2010,"car_serv_basicos",85
31009,2010,"car_serv_basicos",65.1
31010,2010,"car_serv_basicos",96.7
31011,2010,"car_serv_basicos",39.4
31012,2010,"car_serv_basicos",48.2
31013,2010,"car_serv_basicos",35
31014,2010,"car_serv_basicos",30.7
31015,2010,"car_serv_basicos",84.2
31016,2010,"car_serv_basicos",36.9
31017,2010,"car_serv_basicos",76.7
31018,2010,"car_serv_basicos",75.3
31019,2010,"car_serv_basicos",76.3
31020,2010,"car_serv_basicos",55.8
31021,2010,"car_serv_basicos",80.3
31022,2010,"car_serv_basicos",90.2
31023,2010,"car_serv_basicos",63
31024,2010,"car_serv_basicos",76.5
31025,2010,"car_serv_basicos",66.9
31026,2010,"car_serv_basicos",54.6
31027,2010,"car_serv_basicos",61.5
31028,2010,"car_serv_basicos",30.4
31029,2010,"car_serv_basicos",60.5
31030,2010,"car_serv_basicos",78.1
31031,2010,"car_serv_basicos",83.9
31032,2010,"car_serv_basicos",86.1
31033,2010,"car_serv_basicos",76.3
31034,2010,"car_serv_basicos",83
31035,2010,"car_serv_basicos",64.3
31036,2010,"car_serv_basicos",78.6
31037,2010,"car_serv_basicos",82
31038,2010,"car_serv_basicos",59.4
31039,2010,"car_serv_basicos",51.7
31040,2010,"car_serv_basicos",59.7
31041,2010,"car_serv_basicos",19.5
31042,2010,"car_serv_basicos",70.7
31043,2010,"car_serv_basicos",70.9
31044,2010,"car_serv_basicos",87.8
31045,2010,"car_serv_basicos",70.9
31046,2010,"car_serv_basicos",72.4
31047,2010,"car_serv_basicos",73.5
31048,2010,"car_serv_basicos",73.1
31049,2010,"car_serv_basicos",94.9
31050,2010,"car_serv_basicos",9.8
31051,2010,"car_serv_basicos",37.3
31052,2010,"car_serv_basicos",55.7
31053,2010,"car_serv_basicos",53.9
31054,2010,"car_serv_basicos",67.1
31055,2010,"car_serv_basicos",90.1
31056,2010,"car_serv_basicos",51.8
31057,2010,"car_serv_basicos",54.1
31058,2010,"car_serv_basicos",49.7
31059,2010,"car_serv_basicos",5.6
31060,2010,"car_serv_basicos",60.5
31061,2010,"car_serv_basicos",29.7
31062,2010,"car_serv_basicos",61.4
31063,2010,"car_serv_basicos",83.3
31064,2010,"car_serv_basicos",53.4
31065,2010,"car_serv_basicos",9.7
31066,2010,"car_serv_basicos",72.7
31067,2010,"car_serv_basicos",78.2
31068,2010,"car_serv_basicos",54.4
31069,2010,"car_serv_basicos",87.2
31070,2010,"car_serv_basicos",50.9
31071,2010,"car_serv_basicos",68.5
31072,2010,"car_serv_basicos",64.8
31073,2010,"car_serv_basicos",83.9
31074,2010,"car_serv_basicos",64.9
31075,2010,"car_serv_basicos",87
31076,2010,"car_serv_basicos",76.9
31077,2010,"car_serv_basicos",57.5
31078,2010,"car_serv_basicos",67.3
31079,2010,"car_serv_basicos",63.4
31080,2010,"car_serv_basicos",66.8
31081,2010,"car_serv_basicos",84.4
31082,2010,"car_serv_basicos",53.6
31083,2010,"car_serv_basicos",21.9
31084,2010,"car_serv_basicos",82.4
31085,2010,"car_serv_basicos",55.1
31086,2010,"car_serv_basicos",69.8
31087,2010,"car_serv_basicos",81.8
31088,2010,"car_serv_basicos",70.6
31089,2010,"car_serv_basicos",44.3
31090,2010,"car_serv_basicos",77.4
31091,2010,"car_serv_basicos",72.8
31092,2010,"car_serv_basicos",82.7
31093,2010,"car_serv_basicos",49.5
31094,2010,"car_serv_basicos",89.8
31095,2010,"car_serv_basicos",53.8
31096,2010,"car_serv_basicos",67.1
31097,2010,"car_serv_basicos",78.8
31098,2010,"car_serv_basicos",85.8
31099,2010,"car_serv_basicos",79.2
31100,2010,"car_serv_basicos",57.5
31101,2010,"car_serv_basicos",42.2
31102,2010,"car_serv_basicos",53.9
31103,2010,"car_serv_basicos",83.3
31104,2010,"car_serv_basicos",91.8
31105,2010,"car_serv_basicos",53.6
31106,2010,"car_serv_basicos",62.1
31001,2015,"car_serv_basicos",81.8
31002,2015,"car_serv_basicos",70.1
31003,2015,"car_serv_basicos",79.5
31004,2015,"car_serv_basicos",45.2
31005,2015,"car_serv_basicos",45.3
31006,2015,"car_serv_basicos",58.6
31007,2015,"car_serv_basicos",60.3
31008,2015,"car_serv_basicos",83
31009,2015,"car_serv_basicos",64.1
31010,2015,"car_serv_basicos",79.2
31011,2015,"car_serv_basicos",32.7
31012,2015,"car_serv_basicos",72.8
31013,2015,"car_serv_basicos",35.3
31014,2015,"car_serv_basicos",84.4
31015,2015,"car_serv_basicos",76.2
31016,2015,"car_serv_basicos",78.7
31017,2015,"car_serv_basicos",81.9
31018,2015,"car_serv_basicos",85.5
31019,2015,"car_serv_basicos",90.1
31020,2015,"car_serv_basicos",46.8
31021,2015,"car_serv_basicos",81.6
31022,2015,"car_serv_basicos",82.7
31023,2015,"car_serv_basicos",56.1
31024,2015,"car_serv_basicos",82.8
31025,2015,"car_serv_basicos",81.8
31026,2015,"car_serv_basicos",41.5
31027,2015,"car_serv_basicos",39.9
31028,2015,"car_serv_basicos",16.2
31029,2015,"car_serv_basicos",52.6
31030,2015,"car_serv_basicos",88.9
31031,2015,"car_serv_basicos",74.3
31032,2015,"car_serv_basicos",84.7
31033,2015,"car_serv_basicos",82.3
31034,2015,"car_serv_basicos",79.7
31035,2015,"car_serv_basicos",60.9
31036,2015,"car_serv_basicos",71.3
31037,2015,"car_serv_basicos",78.1
31038,2015,"car_serv_basicos",59.2
31039,2015,"car_serv_basicos",43.2
31040,2015,"car_serv_basicos",64.1
31041,2015,"car_serv_basicos",24.5
31042,2015,"car_serv_basicos",76.5
31043,2015,"car_serv_basicos",82.3
31044,2015,"car_serv_basicos",79.3
31045,2015,"car_serv_basicos",73.9
31046,2015,"car_serv_basicos",83.4
31047,2015,"car_serv_basicos",68
31048,2015,"car_serv_basicos",83.4
31049,2015,"car_serv_basicos",91.8
31050,2015,"car_serv_basicos",11.6
31051,2015,"car_serv_basicos",41.4
31052,2015,"car_serv_basicos",58.9
31053,2015,"car_serv_basicos",76.2
31054,2015,"car_serv_basicos",69.5
31055,2015,"car_serv_basicos",83.6
31056,2015,"car_serv_basicos",66
31057,2015,"car_serv_basicos",70.6
31058,2015,"car_serv_basicos",71.2
31059,2015,"car_serv_basicos",10.7
31060,2015,"car_serv_basicos",86
31061,2015,"car_serv_basicos",25.6
31062,2015,"car_serv_basicos",73
31063,2015,"car_serv_basicos",72.8
31064,2015,"car_serv_basicos",68.2
31065,2015,"car_serv_basicos",19.1
31066,2015,"car_serv_basicos",79.7
31067,2015,"car_serv_basicos",67.2
31068,2015,"car_serv_basicos",49.2
31069,2015,"car_serv_basicos",74.3
31070,2015,"car_serv_basicos",62.4
31071,2015,"car_serv_basicos",80.4
31072,2015,"car_serv_basicos",65.5
31073,2015,"car_serv_basicos",88
31074,2015,"car_serv_basicos",63.7
31075,2015,"car_serv_basicos",81.5
31076,2015,"car_serv_basicos",86.3
31077,2015,"car_serv_basicos",85
31078,2015,"car_serv_basicos",72.9
31079,2015,"car_serv_basicos",69.7
31080,2015,"car_serv_basicos",75.8
31081,2015,"car_serv_basicos",76.5
31082,2015,"car_serv_basicos",39.1
31083,2015,"car_serv_basicos",19.6
31084,2015,"car_serv_basicos",76.7
31085,2015,"car_serv_basicos",88.9
31086,2015,"car_serv_basicos",78.7
31087,2015,"car_serv_basicos",71.1
31088,2015,"car_serv_basicos",77.1
31089,2015,"car_serv_basicos",58.8
31090,2015,"car_serv_basicos",87
31091,2015,"car_serv_basicos",79.7
31092,2015,"car_serv_basicos",81
31093,2015,"car_serv_basicos",53.9
31094,2015,"car_serv_basicos",92.2
31095,2015,"car_serv_basicos",50.3
31096,2015,"car_serv_basicos",68
31097,2015,"car_serv_basicos",82
31098,2015,"car_serv_basicos",83.5
31099,2015,"car_serv_basicos",92.2
31100,2015,"car_serv_basicos",56.4
31101,2015,"car_serv_basicos",44.2
31102,2015,"car_serv_basicos",56.5
31103,2015,"car_serv_basicos",78.5
31104,2015,"car_serv_basicos",90.2
31105,2015,"car_serv_basicos",46
31106,2015,"car_serv_basicos",60.2
31001,2010,"car_alimentacion",30.2
31002,2010,"car_alimentacion",18.7
31003,2010,"car_alimentacion",21.3
31004,2010,"car_alimentacion",25.7
31005,2010,"car_alimentacion",19.7
31006,2010,"car_alimentacion",20.3
31007,2010,"car_alimentacion",13.2
31008,2010,"car_alimentacion",45.5
31009,2010,"car_alimentacion",29.4
31010,2010,"car_alimentacion",24.2
31011,2010,"car_alimentacion",35.5
31012,2010,"car_alimentacion",51
31013,2010,"car_alimentacion",18.6
31014,2010,"car_alimentacion",49.6
31015,2010,"car_alimentacion",67.6
31016,2010,"car_alimentacion",89.7
31017,2010,"car_alimentacion",30.8
31018,2010,"car_alimentacion",40.7
31019,2010,"car_alimentacion",38
31020,2010,"car_alimentacion",39.7
31021,2010,"car_alimentacion",45.3
31022,2010,"car_alimentacion",69.8
31023,2010,"car_alimentacion",13.3
31024,2010,"car_alimentacion",46
31025,2010,"car_alimentacion",34
31026,2010,"car_alimentacion",30.3
31027,2010,"car_alimentacion",26.4
31028,2010,"car_alimentacion",11.3
31029,2010,"car_alimentacion",65
31030,2010,"car_alimentacion",25.3
31031,2010,"car_alimentacion",41.2
31032,2010,"car_alimentacion",31.5
31033,2010,"car_alimentacion",26.9
31034,2010,"car_alimentacion",20
31035,2010,"car_alimentacion",40.7
31036,2010,"car_alimentacion",55.2
31037,2010,"car_alimentacion",31.8
31038,2010,"car_alimentacion",36.3
31039,2010,"car_alimentacion",16.4
31040,2010,"car_alimentacion",23.7
31041,2010,"car_alimentacion",21.6
31042,2010,"car_alimentacion",44.9
31043,2010,"car_alimentacion",21.6
31044,2010,"car_alimentacion",26.5
31045,2010,"car_alimentacion",21.9
31046,2010,"car_alimentacion",51.7
31047,2010,"car_alimentacion",35.5
31048,2010,"car_alimentacion",24
31049,2010,"car_alimentacion",97
31050,2010,"car_alimentacion",13.4
31051,2010,"car_alimentacion",10
31052,2010,"car_alimentacion",23.5
31053,2010,"car_alimentacion",36.2
31054,2010,"car_alimentacion",25
31055,2010,"car_alimentacion",61.8
31056,2010,"car_alimentacion",18.8
31057,2010,"car_alimentacion",26.6
31058,2010,"car_alimentacion",21.9
31059,2010,"car_alimentacion",7.6
31060,2010,"car_alimentacion",7.1
31061,2010,"car_alimentacion",8.7
31062,2010,"car_alimentacion",36.6
31063,2010,"car_alimentacion",25
31064,2010,"car_alimentacion",29.8
31065,2010,"car_alimentacion",10.3
31066,2010,"car_alimentacion",30.9
31067,2010,"car_alimentacion",48.9
31068,2010,"car_alimentacion",46.7
31069,2010,"car_alimentacion",41.8
31070,2010,"car_alimentacion",11.1
31071,2010,"car_alimentacion",16.3
31072,2010,"car_alimentacion",12.1
31073,2010,"car_alimentacion",70.9
31074,2010,"car_alimentacion",16.3
31075,2010,"car_alimentacion",54.9
31076,2010,"car_alimentacion",25.4
31077,2010,"car_alimentacion",63.8
31078,2010,"car_alimentacion",46.9
31079,2010,"car_alimentacion",15.8
31080,2010,"car_alimentacion",42.2
31081,2010,"car_alimentacion",65.4
31082,2010,"car_alimentacion",64.6
31083,2010,"car_alimentacion",9.1
31084,2010,"car_alimentacion",51.8
31085,2010,"car_alimentacion",12.7
31086,2010,"car_alimentacion",37.8
31087,2010,"car_alimentacion",34
31088,2010,"car_alimentacion",35.8
31089,2010,"car_alimentacion",30.2
31090,2010,"car_alimentacion",65
31091,2010,"car_alimentacion",35.1
31092,2010,"car_alimentacion",76.2
31093,2010,"car_alimentacion",11.6
31094,2010,"car_alimentacion",16.8
31095,2010,"car_alimentacion",18.4
31096,2010,"car_alimentacion",30.9
31097,2010,"car_alimentacion",54.7
31098,2010,"car_alimentacion",18.2
31099,2010,"car_alimentacion",72.1
31100,2010,"car_alimentacion",14.3
31101,2010,"car_alimentacion",15.2
31102,2010,"car_alimentacion",17.7
31103,2010,"car_alimentacion",28
31104,2010,"car_alimentacion",22.5
31105,2010,"car_alimentacion",27.9
31106,2010,"car_alimentacion",15
31001,2015,"car_alimentacion",17.1
31002,2015,"car_alimentacion",14.6
31003,2015,"car_alimentacion",8.4
31004,2015,"car_alimentacion",15.8
31005,2015,"car_alimentacion",15.7
31006,2015,"car_alimentacion",15
31007,2015,"car_alimentacion",16.6
31008,2015,"car_alimentacion",28.9
31009,2015,"car_alimentacion",11.5
31010,2015,"car_alimentacion",18.9
31011,2015,"car_alimentacion",29.2
31012,2015,"car_alimentacion",22.5
31013,2015,"car_alimentacion",9.1
31014,2015,"car_alimentacion",21.6
31015,2015,"car_alimentacion",16.4
31016,2015,"car_alimentacion",34.8
31017,2015,"car_alimentacion",29.6
31018,2015,"car_alimentacion",25.5
31019,2015,"car_alimentacion",27.6
31020,2015,"car_alimentacion",16.2
31021,2015,"car_alimentacion",22.9
31022,2015,"car_alimentacion",14.5
31023,2015,"car_alimentacion",21.9
31024,2015,"car_alimentacion",18.2
31025,2015,"car_alimentacion",8.2
31026,2015,"car_alimentacion",16.2
31027,2015,"car_alimentacion",13.1
31028,2015,"car_alimentacion",17.8
31029,2015,"car_alimentacion",13.2
31030,2015,"car_alimentacion",11.2
31031,2015,"car_alimentacion",12.8
31032,2015,"car_alimentacion",24.2
31033,2015,"car_alimentacion",22.5
31034,2015,"car_alimentacion",19.8
31035,2015,"car_alimentacion",18
31036,2015,"car_alimentacion",19.6
31037,2015,"car_alimentacion",17.8
31038,2015,"car_alimentacion",17.1
31039,2015,"car_alimentacion",16.6
31040,2015,"car_alimentacion",15.5
31041,2015,"car_alimentacion",21.6
31042,2015,"car_alimentacion",31.3
31043,2015,"car_alimentacion",23.5
31044,2015,"car_alimentacion",15.2
31045,2015,"car_alimentacion",17.5
31046,2015,"car_alimentacion",9.3
31047,2015,"car_alimentacion",24.6
31048,2015,"car_alimentacion",23.7
31049,2015,"car_alimentacion",0.8
31050,2015,"car_alimentacion",13.8
31051,2015,"car_alimentacion",25.4
31052,2015,"car_alimentacion",23
31053,2015,"car_alimentacion",24.5
31054,2015,"car_alimentacion",16.4
31055,2015,"car_alimentacion",22.6
31056,2015,"car_alimentacion",16.6
31057,2015,"car_alimentacion",21.3
31058,2015,"car_alimentacion",20.6
31059,2015,"car_alimentacion",17.1
31060,2015,"car_alimentacion",28.3
31061,2015,"car_alimentacion",13.9
31062,2015,"car_alimentacion",32.8
31063,2015,"car_alimentacion",17.7
31064,2015,"car_alimentacion",19.3
31065,2015,"car_alimentacion",7.9
31066,2015,"car_alimentacion",21.4
31067,2015,"car_alimentacion",18.8
31068,2015,"car_alimentacion",19.3
31069,2015,"car_alimentacion",19.9
31070,2015,"car_alimentacion",14.5
31071,2015,"car_alimentacion",8.1
31072,2015,"car_alimentacion",16.3
31073,2015,"car_alimentacion",6.7
31074,2015,"car_alimentacion",16.8
31075,2015,"car_alimentacion",22.3
31076,2015,"car_alimentacion",22.2
31077,2015,"car_alimentacion",14.8
31078,2015,"car_alimentacion",11
31079,2015,"car_alimentacion",11.9
31080,2015,"car_alimentacion",11.9
31081,2015,"car_alimentacion",13.9
31082,2015,"car_alimentacion",16.3
31083,2015,"car_alimentacion",18
31084,2015,"car_alimentacion",32.1
31085,2015,"car_alimentacion",21.8
31086,2015,"car_alimentacion",16.1
31087,2015,"car_alimentacion",18.9
31088,2015,"car_alimentacion",19.5
31089,2015,"car_alimentacion",19
31090,2015,"car_alimentacion",23.3
31091,2015,"car_alimentacion",13.2
31092,2015,"car_alimentacion",38.7
31093,2015,"car_alimentacion",16.7
31094,2015,"car_alimentacion",32.6
31095,2015,"car_alimentacion",17.8
31096,2015,"car_alimentacion",19.8
31097,2015,"car_alimentacion",28.1
31098,2015,"car_alimentacion",24.9
31099,2015,"car_alimentacion",27.1
31100,2015,"car_alimentacion",20.6
31101,2015,"car_alimentacion",14.9
31102,2015,"car_alimentacion",21.7
31103,2015,"car_alimentacion",18.2
31104,2015,"car_alimentacion",25
31105,2015,"car_alimentacion",15.5
31106,2015,"car_alimentacion",15.3
31001,2010,"ingreso_if_lb",52.9
31002,2010,"ingreso_if_lb",61.4
31003,2010,"ingreso_if_lb",83.9
31004,2010,"ingreso_if_lb",63
31005,2010,"ingreso_if_lb",44.7
31006,2010,"ingreso_if_lb",83.9
31007,2010,"ingreso_if_lb",72.7
31008,2010,"ingreso_if_lb",86.9
31009,2010,"ingreso_if_lb",73.8
31010,2010,"ingreso_if_lb",80.7
31011,2010,"ingreso_if_lb",82.1
31012,2010,"ingreso_if_lb",88
31013,2010,"ingreso_if_lb",49.5
31014,2010,"ingreso_if_lb",66
31015,2010,"ingreso_if_lb",73.9
31016,2010,"ingreso_if_lb",93.1
31017,2010,"ingreso_if_lb",84.4
31018,2010,"ingreso_if_lb",57.6
31019,2010,"ingreso_if_lb",85.7
31020,2010,"ingreso_if_lb",66.8
31021,2010,"ingreso_if_lb",92.1
31022,2010,"ingreso_if_lb",93.3
31023,2010,"ingreso_if_lb",63.9
31024,2010,"ingreso_if_lb",93.3
31025,2010,"ingreso_if_lb",91.7
31026,2010,"ingreso_if_lb",69.2
31027,2010,"ingreso_if_lb",67.8
31028,2010,"ingreso_if_lb",61.8
31029,2010,"ingreso_if_lb",74
31030,2010,"ingreso_if_lb",87.4
31031,2010,"ingreso_if_lb",74.9
